,location,total_sqft,bath,price,bhk
4573,KR Puram,2000.0,6.0,85.0,6
4574,KR Puram,1000.0,2.0,44.5,2
4575,KR Puram,1200.0,2.0,47.0,2
4576,KR Puram,1200.0,1.0,65.0,2
4577,KR Puram,1583.0,2.0,70.445,3
4578,KR Puram,1076.0,2.0,67.0,2
4579,KR Puram,1140.0,2.0,43.32,2
4580,KR Puram,4300.0,6.0,175.0,6
4581,KR Puram,1200.0,2.0,42.0,2
4583,KR Puram,1040.0,2.0,50.0,2
4584,KR Puram,3657.0,5.0,310.0,5
4585,KR Puram,1200.0,4.0,83.0,4
4586,KR Puram,2500.0,6.0,58.0,6
4587,KR Puram,734.0,2.0,22.0,2
4588,KR Puram,1200.0,4.0,100.0,4
4589,KR Puram,1120.0,2.0,36.0,2
4590,KR Puram,1150.0,2.0,42.0,2
4591,KR Puram,4600.0,9.0,200.0,9
4592,KR Puram,1050.0,2.0,55.0,2
4593,KR Puram,1057.0,2.0,30.0,2
4594,KR Puram,1085.0,2.0,46.5,2
4595,KR Puram,1700.0,3.0,105.0,3
4596,KR Puram,1200.0,2.0,72.0,2
4597,KR Puram,3628.0,4.0,246.0,4
4598,KR Puram,2000.0,2.0,75.0,2
4599,KR Puram,1100.0,2.0,45.0,2
4600,KR Puram,3300.0,3.0,255.0,5
4601,KR Puram,3000.0,4.0,235.0,4
4602,KR Puram,1035.0,2.0,40.0,2
4603,KR Puram,1116.0,2.0,45.0,2
4604,KR Puram,1290.0,2.0,69.0,2
4606,KR Puram,866.28,2.0,36.38,2
4607,KR Puram,1096.0,2.0,43.0,2
4608,KR Puram,1204.0,2.0,58.0,2
4609,KR Puram,700.0,1.0,21.5,1
4610,KR Puram,1205.0,2.0,45.79,2
4611,KR Puram,1827.0,3.0,97.0,3
4612,KR Puram,1075.0,2.0,32.25,2
4614,KR Puram,1100.0,2.0,39.9,2
4615,KR Puram,2283.0,2.0,121.0,4
4616,KR Puram,2800.0,6.0,110.0,7
4617,KR Puram,1020.0,2.0,39.0,2
4618,KR Puram,1200.0,2.0,75.0,2
4619,KR Puram,1245.0,2.0,60.0,2
4621,Kadubeesanahalli,970.0,2.0,35.0,2
4622,Kadubeesanahalli,1532.0,3.0,115.0,3
4625,Kadubeesanahalli,1257.0,2.0,93.0,2
4626,Kadubeesanahalli,3293.0,5.0,425.0,4
4628,Kadubeesanahalli,1257.0,2.0,105.0,2
4629,Kadubeesanahalli,1184.0,2.0,55.0,2
4630,Kadubeesanahalli,2800.0,4.0,375.0,4
4631,Kadubeesanahalli,1185.0,2.0,55.0,2
4632,Kadubeesanahalli,1140.0,2.0,78.0,2
4633,Kadugodi,1050.0,2.0,34.0,2
4635,Kadugodi,1762.0,3.0,91.45,3
4636,Kadugodi,1198.0,2.0,58.0,2
4638,Kadugodi,1890.0,4.0,127.0,3
4640,Kadugodi,1920.0,4.0,200.0,4
4641,Kadugodi,1762.0,3.0,110.0,3
4642,Kadugodi,950.0,3.0,80.0,3
4643,Kadugodi,6200.0,9.0,200.0,9
4644,Kadugodi,1900.0,3.0,108.0,3
4645,Kadugodi,1314.0,2.0,68.2,2
4646,Kadugodi,1645.0,2.0,82.0,3
4647,Kadugodi,4000.0,7.0,130.0,7
4648,Kadugodi,1100.0,2.0,45.0,2
4650,Kadugodi,1314.0,2.0,78.0,2
4651,Kadugodi,1030.0,2.0,35.02,2
4652,Kadugodi,1762.0,3.0,112.0,3
4653,Kadugodi,1314.0,2.0,83.0,2
4654,Kadugodi,925.0,1.0,40.7,1
4655,Kadugodi,1351.0,2.0,78.0,3
4656,Kadugodi,1010.0,2.0,50.0,2
4657,Kadugodi,1890.0,4.0,125.0,3
4658,Kadugodi,1050.0,2.0,34.0,2
4659,Kadugodi,1152.0,2.0,61.0,2
4660,Kadugodi,1394.0,2.0,56.0,2
4661,Kadugodi,2760.0,4.0,290.0,4
4662,Kadugodi,1762.0,3.0,112.0,3
4663,Kadugodi,2100.0,3.0,204.0,4
4664,Kadugodi,1890.0,4.0,125.0,3
4668,Kadugodi,1088.0,2.0,44.0,2
4669,Kadugodi,1875.0,2.0,110.0,3
4670,Kadugodi,1150.0,2.0,42.0,2
4671,Kadugodi,1762.0,3.0,109.0,3
4672,Kadugodi,1314.0,2.0,80.0,2
4673,Kadugodi,1196.0,2.0,60.0,2
4674,Kaggadasapura,1280.0,2.0,56.0,3
4675,Kaggadasapura,1140.0,2.0,40.0,2
4676,Kaggadasapura,1515.0,3.0,83.3,3
4677,Kaggadasapura,1185.0,2.0,41.0,2
4678,Kaggadasapura,1275.0,2.0,52.0,2
4680,Kaggadasapura,1150.0,2.0,42.0,2
4681,Kaggadasapura,1110.0,2.0,53.0,2
4682,Kaggadasapura,1105.0,2.0,38.67,2
4683,Kaggadasapura,1060.0,2.0,48.0,2
4686,Kaggadasapura,1105.0,2.0,38.65,2
4687,Kaggadasapura,1063.0,2.0,42.0,2
4688,Kaggadasapura,1470.0,2.0,75.0,3
4690,Kaggadasapura,1050.0,2.0,48.0,2
4691,Kaggadasapura,1132.0,2.0,42.0,2
4692,Kaggadasapura,1180.0,2.0,65.0,2
4693,Kaggadasapura,1100.0,2.0,58.0,2
4694,Kaggadasapura,1325.0,2.0,50.0,2
4695,Kaggadasapura,1200.0,2.0,53.0,2
4696,Kaggadasapura,1118.0,2.0,30.0,2
4697,Kaggadasapura,1035.0,2.0,45.5,2
4698,Kaggadasapura,1010.0,2.0,55.0,2
4699,Kaggadasapura,1180.0,1.0,50.0,2
4700,Kaggadasapura,1140.0,2.0,46.0,2
4701,Kaggadasapura,1340.0,3.0,66.0,3
4702,Kaggadasapura,2100.0,5.0,150.0,5
4705,Kaggadasapura,1500.0,3.0,75.0,3
4706,Kaggadasapura,1215.0,2.0,43.0,2
4707,Kaggadasapura,1225.0,2.0,48.0,2
4709,Kaggadasapura,1540.0,3.0,75.0,3
4710,Kaggadasapura,1240.0,2.0,45.0,2
4711,Kaggadasapura,1560.0,2.0,72.0,3
4712,Kaggadasapura,1240.0,2.0,58.58,2
4713,Kaggadasapura,1000.0,2.0,43.0,2
4714,Kaggadasapura,1225.0,2.0,48.0,2
4715,Kaggadasapura,1350.0,2.0,105.0,3
4716,Kaggadasapura,2500.0,5.0,120.0,3
4717,Kaggadasapura,1180.0,2.0,70.0,2
4718,Kaggadasapura,960.0,2.0,45.0,2
4719,Kaggadasapura,775.0,2.0,29.5,2
4721,Kaggadasapura,1455.0,3.0,75.0,3
4722,Kaggadasapura,1200.0,2.0,40.0,2
4723,Kaggadasapura,1045.0,2.0,55.0,2
4725,Kaggadasapura,1654.0,3.0,70.0,3
4727,Kaggadasapura,1361.0,2.0,79.0,2
4728,Kaggadasapura,1106.0,2.0,40.0,2
4729,Kaggadasapura,2400.0,4.0,130.0,5
4730,Kaggadasapura,1485.0,2.0,70.0,3
4731,Kaggadasapura,1175.0,2.0,50.0,2
4734,Kaggadasapura,1105.0,2.0,39.5,2
4735,Kaggadasapura,1500.0,2.0,75.0,3
4736,Kaggadasapura,1400.0,2.0,68.0,3
4737,Kaggadasapura,1150.0,2.0,45.0,2
4739,Kaggalipura,700.0,1.0,38.0,1
4740,Kaggalipura,950.0,2.0,65.0,2
4741,Kaggalipura,950.0,2.0,39.0,2
4743,Kaggalipura,700.0,1.0,36.0,1
4744,Kaggalipura,950.0,2.0,48.0,2
4745,Kaggalipura,1000.0,2.0,60.0,2
4746,Kaggalipura,2400.0,3.0,165.0,3
4747,Kaggalipura,950.0,2.0,50.0,2
4748,Kaggalipura,950.0,2.0,47.0,2
4750,Kaggalipura,700.0,1.0,35.0,1
4753,Kaggalipura,950.0,2.0,45.0,2
4754,Kaggalipura,3150.0,5.0,212.0,4
4755,Kaggalipura,2200.0,4.0,150.0,3
4756,Kaggalipura,950.0,2.0,60.0,2
4757,Kaikondrahalli,1039.0,2.0,80.0,2
4758,Kaikondrahalli,1645.0,3.0,100.0,3
4759,Kaikondrahalli,1115.0,2.0,50.0,2
4761,Kaikondrahalli,1000.0,2.0,30.0,2
4762,Kaikondrahalli,1300.0,2.0,61.0,2
4763,Kaikondrahalli,1700.0,4.0,108.0,4
4764,Kaikondrahalli,1342.0,3.0,92.0,3
4765,Kaikondrahalli,849.0,2.0,25.4,2
4766,Kaikondrahalli,674.0,1.0,19.9,2
4767,Kaikondrahalli,1605.0,3.0,105.0,3
4768,Kaikondrahalli,1253.0,2.0,81.5,2
4769,Kaikondrahalli,991.0,2.0,64.0,2
4770,Kaikondrahalli,900.0,2.0,27.0,2
4771,Kaikondrahalli,1250.0,2.0,78.0,2
4772,Kaikondrahalli,3381.0,6.0,225.0,6
4773,Kaikondrahalli,1200.0,4.0,125.0,4
4774,Kalena Agrahara,1150.0,2.0,40.0,2
4775,Kalena Agrahara,1200.0,2.0,50.0,2
4776,Kalena Agrahara,1804.0,3.0,120.0,3
4777,Kalena Agrahara,1200.0,2.0,40.0,2
4778,Kalena Agrahara,1425.0,2.0,70.0,3
4779,Kalena Agrahara,1325.0,2.0,76.0,2
4780,Kalena Agrahara,1450.0,2.0,85.0,3
4781,Kalena Agrahara,1765.0,3.0,125.0,3
4782,Kalena Agrahara,980.0,2.0,40.0,2
4783,Kalena Agrahara,1187.0,2.0,52.0,2
4784,Kalena Agrahara,800.0,2.0,30.0,2
4785,Kalena Agrahara,1270.0,2.0,100.0,2
4786,Kalena Agrahara,1565.0,3.0,78.0,3
4787,Kalena Agrahara,610.0,1.0,39.0,1
4788,Kalena Agrahara,1120.0,2.0,40.0,2
4789,Kalena Agrahara,1040.0,2.0,45.0,2
4790,Kalena Agrahara,1804.0,3.0,166.0,3
4791,Kalena Agrahara,1450.0,3.0,100.0,3
4792,Kalena Agrahara,1804.0,3.0,175.0,3
4793,Kalena Agrahara,1200.0,2.0,45.0,2
4794,Kalena Agrahara,1000.0,2.0,33.0,2
4795,Kalena Agrahara,1902.0,3.0,89.0,3
4796,Kalena Agrahara,980.0,2.0,35.0,2
4797,Kalena Agrahara,800.0,2.0,40.0,2
4798,Kalena Agrahara,1222.0,2.0,48.0,2
4799,Kalena Agrahara,900.0,2.0,40.0,2
4800,Kalena Agrahara,1804.0,3.0,155.0,3
4801,Kalena Agrahara,1837.0,2.0,95.0,3
4802,Kalena Agrahara,1180.0,2.0,85.0,2
4803,Kalena Agrahara,1510.0,3.0,78.0,3
4804,Kalena Agrahara,1354.0,2.0,70.0,2
4805,Kalena Agrahara,1200.0,3.0,70.0,2
4806,Kalena Agrahara,1354.0,2.0,71.0,2
4807,Kalyan nagar,1290.0,2.0,110.0,2
4808,Kalyan nagar,1375.0,3.0,75.0,3
4809,Kalyan nagar,820.0,2.0,39.0,2
4810,Kalyan nagar,3800.0,5.0,300.0,4
4811,Kalyan nagar,1640.0,3.0,88.0,3
4813,Kalyan nagar,1080.0,2.0,73.0,2
4814,Kalyan nagar,2422.0,3.0,150.0,4
4815,Kalyan nagar,1280.0,2.0,48.0,2
4817,Kalyan nagar,1198.0,2.0,65.0,2
4818,Kalyan nagar,1250.0,2.0,65.0,2
4819,Kalyan nagar,1190.0,2.0,60.0,2
4820,Kalyan nagar,1086.0,2.0,44.5,2
4821,Kalyan nagar,2285.0,4.0,165.0,3
4822,Kalyan nagar,1100.0,2.0,70.0,2
4823,Kalyan nagar,8840.0,2.0,300.0,2
4824,Kambipura,883.0,2.0,45.0,2
4825,Kambipura,883.0,2.0,29.0,2
4826,Kambipura,1082.0,2.0,57.5,3
4827,Kambipura,1082.0,2.0,56.0,3
4828,Kambipura,883.0,2.0,45.0,2
4830,Kambipura,883.0,2.0,39.0,2
4831,Kambipura,883.0,2.0,45.0,2
4832,Kambipura,883.0,2.0,39.0,2
4833,Kambipura,1082.0,2.0,55.0,3
4835,Kambipura,883.0,2.0,37.0,2
4836,Kambipura,883.0,2.0,44.0,2
4837,Kambipura,883.0,2.0,37.0,2
4840,Kambipura,883.0,2.0,39.0,2
4841,Kambipura,883.0,2.0,37.01,2
4842,Kambipura,883.0,2.0,39.0,2
4843,Kambipura,883.0,2.0,45.0,2
4844,Kambipura,883.0,2.0,49.0,2
4845,Kambipura,883.0,2.0,39.0,2
4846,Kambipura,1082.0,2.0,55.0,3
4847,Kambipura,883.0,2.0,49.0,2
4848,Kammanahalli,2845.0,5.0,140.0,5
4849,Kammanahalli,1666.0,4.0,150.0,5
4850,Kammanahalli,1160.0,2.0,52.0,2
4851,Kammanahalli,700.0,1.0,59.0,1
4852,Kammanahalli,1800.0,2.0,280.0,4
4853,Kammanahalli,1200.0,2.0,80.0,2
4854,Kammanahalli,1100.0,2.0,60.0,2
4855,Kammanahalli,1200.0,1.0,81.0,2
4856,Kammanahalli,2900.0,4.0,200.0,4
4857,Kammanahalli,1600.0,4.0,200.0,4
4858,Kammanahalli,1200.0,3.0,80.0,2
4859,Kammasandra,1595.0,3.0,65.0,3
4860,Kammasandra,810.0,2.0,24.5,2
4861,Kammasandra,674.0,2.0,33.0,2
4862,Kammasandra,657.5,1.0,18.41,1
4863,Kammasandra,674.0,2.0,29.0,2
4864,Kammasandra,912.0,2.0,39.0,3
4865,Kammasandra,1156.0,2.0,32.0,2
4866,Kammasandra,870.0,2.0,24.0,2
4867,Kammasandra,1200.0,2.0,66.0,2
4868,Kammasandra,1018.0,2.0,23.45,2
4869,Kammasandra,990.0,2.0,31.5,2
4871,Kammasandra,930.0,2.0,25.0,2
4872,Kammasandra,992.0,2.0,25.79,2
4873,Kammasandra,1030.0,1.0,25.75,2
4875,Kammasandra,1400.0,3.0,92.0,3
4876,Kammasandra,1015.0,2.0,37.0,2
4878,Kammasandra,1080.0,2.0,31.99,2
4879,Kammasandra,1415.0,2.0,60.0,2
4880,Kammasandra,1200.0,6.0,60.0,4
4881,Kammasandra,1057.0,2.0,35.0,2
4882,Kammasandra,982.0,2.0,25.53,2
4883,Kammasandra,1500.0,3.0,65.0,3
4884,Kammasandra,985.0,2.0,40.5,2
4885,Kammasandra,940.0,2.0,35.0,2
4887,Kammasandra,610.0,1.0,18.5,1
4888,Kanakapura,1419.0,3.0,75.0,3
4889,Kanakapura,711.0,1.0,36.0,1
4890,Kanakapura,711.0,1.0,38.0,1
4891,Kanakapura,929.0,2.0,46.0,2
4892,Kanakapura,1090.0,2.0,32.69,2
4893,Kanakapura,551.0,1.0,30.0,1
4894,Kanakapura,1020.0,2.0,42.83,2
4895,Kanakapura,1699.0,3.0,97.0,3
4897,Kanakapura,1130.0,2.0,45.2,2
4898,Kanakapura,1476.0,3.0,75.0,3
4900,Kanakapura,1295.0,2.0,64.0,2
4901,Kanakapura,1160.0,2.0,46.39,2
4902,Kanakapura,1277.0,2.0,55.0,2
4903,Kanakapura,1151.0,2.0,59.0,2
4904,Kanakapura,1110.0,2.0,38.85,2
4905,Kanakapura,1938.0,3.0,113.0,3
4906,Kanakapura,945.0,2.0,47.0,2
4907,Kanakapura,1190.0,2.0,39.0,2
4908,Kanakapura,1254.0,2.0,70.0,3
4909,Kanakapura,1500.0,3.0,125.0,3
4910,Kanakapura,2200.0,3.0,121.0,3
4911,Kanakapura,1340.0,2.0,65.0,2
4913,Kanakapura,1450.0,3.0,75.0,3
4915,Kanakapura,1130.0,2.0,45.2,2
4916,Kanakapura,1090.0,2.0,38.15,2
4917,Kanakapura,1283.0,2.0,68.0,2
4918,Kanakapura,2130.0,4.0,120.0,4
4920,Kanakapura,1120.0,2.0,39.2,2
4921,Kanakapura,1017.0,2.0,66.0,2
4923,Kanakapura,938.0,1.0,50.0,1
4925,Kanakapura,825.0,1.0,35.475,1
4926,Kanakapura,1938.0,3.0,113.0,3
4927,Kanakapura,1090.0,2.0,38.15,2
4928,Kanakapura,1489.0,2.0,70.0,3
4929,Kanakapura,1477.0,2.0,69.5,3
4931,Kanakpura Road,1330.74,2.0,91.79,2
4934,Kanakpura Road,950.0,2.0,57.0,2
4937,Kanakpura Road,525.0,1.0,26.0,1
4939,Kanakpura Road,525.0,2.0,21.53,1
4943,Kanakpura Road,525.0,1.0,27.25,1
4945,Kanakpura Road,525.0,1.0,30.0,1
4947,Kanakpura Road,1339.0,2.0,75.0,2
4949,Kanakpura Road,525.0,1.0,26.0,1
4952,Kanakpura Road,1290.0,2.0,74.0,2
4956,Kanakpura Road,2689.0,6.0,220.0,4
4965,Kanakpura Road,1495.0,2.0,90.0,2
4971,Kanakpura Road,1331.0,2.0,107.0,2
4972,Kanakpura Road,1296.0,2.0,89.0,2
4975,Kanakpura Road,1297.0,2.0,105.0,2
4976,Kanakpura Road,1673.0,3.0,115.0,3
4977,Kanakpura Road,825.0,1.0,36.29,1
4980,Kanakpura Road,1592.0,3.0,125.0,3
4991,Kanakpura Road,1230.0,2.0,85.0,2
4994,Kanakpura Road,1366.0,3.0,76.85,2
4996,Kanakpura Road,525.0,1.0,25.0,1
5002,Kanakpura Road,1296.0,2.0,89.06,2
5006,Kanakpura Road,525.0,1.0,30.0,1
5008,Kanakpura Road,1051.0,2.0,56.74,2
5009,Kanakpura Road,525.0,1.0,30.0,1
5012,Kanakpura Road,1591.0,3.0,115.0,3
5013,Kanakpura Road,1299.0,2.0,85.0,2
5018,Kanakpura Road,700.0,2.0,40.0,2
5020,Kanakpura Road,458.0,1.0,19.695,1
5023,Kanakpura Road,1591.0,3.0,120.0,3
5025,Kanakpura Road,1207.0,2.0,79.9,2
5029,Kanakpura Road,1290.0,2.0,80.0,2
5037,Kanakpura Road,1366.0,2.0,83.0,2
5038,Kanakpura Road,700.0,2.0,40.0,2
5040,Kanakpura Road,2689.0,6.0,245.0,4
5043,Kanakpura Road,670.0,1.0,35.0,1
5045,Kanakpura Road,1300.0,2.0,89.76,2
5046,Kanakpura Road,1706.0,3.0,135.0,3
5049,Kanakpura Road,2100.0,3.0,140.0,3
5054,Kanakpura Road,525.0,1.0,30.0,1
5058,Kanakpura Road,525.0,2.0,27.0,1
5062,Kanakpura Road,712.0,1.0,38.44,1
5063,Kanakpura Road,1330.0,2.0,107.0,2
5071,Kanakpura Road,1339.0,2.0,85.0,2
5073,Kanakpura Road,525.0,1.0,27.0,1
5074,Kanakpura Road,1593.0,3.0,118.0,3
5075,Kanakpura Road,525.0,1.0,27.5,1
5076,Kanakpura Road,1591.0,3.0,122.0,3
5077,Kanakpura Road,1691.2,3.0,115.0,3
5080,Kanakpura Road,1296.0,2.0,89.0,2
5081,Kanakpura Road,525.0,1.0,26.25,1
5082,Kanakpura Road,381.0,1.0,28.0,1
5083,Kanakpura Road,1603.0,3.0,113.0,3
5085,Kanakpura Road,525.0,1.0,26.0,1
5087,Kanakpura Road,1703.0,3.0,130.0,3
5089,Kanakpura Road,525.0,2.0,29.25,1
5092,Kanakpura Road,1328.0,2.0,91.06,2
5094,Kanakpura Road,1204.0,2.0,82.0,2
5097,Kanakpura Road,1703.0,3.0,130.0,3
5099,Kanakpura Road,2254.0,3.0,170.0,3
5102,Kanakpura Road,1700.0,3.0,120.0,3
5103,Kanakpura Road,1592.0,3.0,125.0,3
5109,Kanakpura Road,2000.0,2.0,180.0,3
5113,Kanakpura Road,381.0,1.0,28.0,1
5116,Kanakpura Road,700.0,2.0,41.0,2
5120,Kanakpura Road,700.0,1.0,41.0,2
5122,Kanakpura Road,1703.0,3.0,126.0,3
5124,Kanakpura Road,1328.0,2.0,107.0,2
5126,Kanakpura Road,1140.0,2.0,65.0,2
5128,Kanakpura Road,3170.0,4.0,250.0,4
5129,Kanakpura Road,700.0,2.0,40.0,2
5132,Kanakpura Road,1299.0,2.0,105.0,2
5133,Kanakpura Road,525.0,1.0,26.01,1
5139,Kanakpura Road,1698.0,2.0,105.0,2
5142,Kanakpura Road,458.0,1.0,33.66,1
5145,Kanakpura Road,1167.0,2.0,63.0,2
5151,Kanakpura Road,1296.0,2.0,105.0,2
5156,Kanakpura Road,1430.0,2.0,78.0,2
5158,Kanakpura Road,2546.0,3.0,170.0,3
5161,Kanakpura Road,525.0,2.0,27.0,1
5166,Kanakpura Road,1329.0,2.0,107.0,2
5179,Kanakpura Road,1299.0,2.0,89.63,2
5180,Kanakpura Road,850.0,1.0,37.32,1
5184,Kanakpura Road,525.0,1.0,30.0,1
5187,Kanakpura Road,525.0,1.0,26.0,1
5192,Kanakpura Road,1332.0,2.0,108.0,2
5195,Kanakpura Road,1596.0,3.0,118.0,3
5199,Kannamangala,957.0,2.0,58.0,2
5200,Kannamangala,957.0,2.0,56.0,2
5203,Kannamangala,1235.0,2.0,43.63,2
5204,Kannamangala,1536.0,3.0,89.0,3
5205,Kannamangala,1262.0,2.0,55.0,2
5207,Kannamangala,1574.0,3.0,93.34,3
5208,Kannamangala,957.0,2.0,52.5,2
5209,Kannamangala,1536.0,3.0,104.0,3
5210,Kannamangala,957.0,2.0,54.5,2
5211,Kannamangala,1865.0,3.0,139.0,3
5213,Kannamangala,957.0,2.0,55.0,2
5214,Kannamangala,1536.0,3.0,107.0,3
5215,Kannamangala,1814.0,3.0,129.0,3
5216,Kannamangala,957.0,2.0,56.0,2
5218,Karuna Nagar,1200.0,2.0,34.0,3
5219,Karuna Nagar,1163.0,3.0,180.0,3
5220,Karuna Nagar,2500.0,3.0,180.0,3
5221,Karuna Nagar,1240.0,3.0,165.0,3
5222,Karuna Nagar,2500.0,3.0,190.0,3
5223,Karuna Nagar,1962.0,3.0,175.0,3
5224,Karuna Nagar,1057.0,2.0,65.0,2
5225,Karuna Nagar,1300.0,3.0,170.0,3
5226,Karuna Nagar,1354.0,2.0,98.0,3
5227,Karuna Nagar,1945.0,3.0,115.0,3
5228,Karuna Nagar,1960.0,3.0,165.0,3
5229,Kasavanhalli,1060.0,2.0,58.06,2
5230,Kasavanhalli,1563.05,3.0,105.0,3
5231,Kasavanhalli,1000.0,4.0,110.0,3
5232,Kasavanhalli,1717.0,3.0,99.0,3
5234,Kasavanhalli,3260.0,4.0,240.0,4
5236,Kasavanhalli,1349.0,2.0,78.0,2
5237,Kasavanhalli,1121.0,2.0,78.0,2
5239,Kasavanhalli,1100.0,2.0,50.0,2
5241,Kasavanhalli,1200.0,2.0,78.0,2
5243,Kasavanhalli,1870.0,3.0,200.0,3
5245,Kasavanhalli,1476.0,3.0,89.0,3
5247,Kasavanhalli,1200.0,2.0,50.0,2
5248,Kasavanhalli,1000.0,4.0,110.0,3
5249,Kasavanhalli,1719.0,3.0,116.0,3
5250,Kasavanhalli,1115.0,2.0,50.0,2
5251,Kasavanhalli,1125.0,2.0,61.2,2
5252,Kasavanhalli,2170.0,3.0,151.0,3
5255,Kasavanhalli,1476.0,3.0,95.0,3
5256,Kasavanhalli,1200.0,2.0,50.3,2
5258,Kasavanhalli,1787.0,3.0,123.0,3
5259,Kasavanhalli,1090.0,2.0,59.8,2
5260,Kasavanhalli,1691.0,3.0,104.0,3
5262,Kasavanhalli,2111.0,4.0,120.0,3
5264,Kasavanhalli,950.0,2.0,39.0,2
5265,Kasavanhalli,1105.0,2.0,42.0,2
5270,Kasavanhalli,1719.0,3.0,184.0,3
5271,Kasavanhalli,770.0,1.0,43.82,1
5272,Kasavanhalli,1147.0,2.0,60.0,2
5273,Kasavanhalli,1375.0,2.0,72.0,2
5275,Kasavanhalli,1200.0,2.0,60.0,2
5276,Kasavanhalli,4260.0,4.0,333.0,4
5277,Kasavanhalli,1495.0,2.0,83.0,2
5278,Kasavanhalli,5000.0,2.0,400.0,2
5279,Kasavanhalli,4000.0,4.0,325.0,4
5280,Kasavanhalli,1225.0,2.0,69.0,3
5281,Kasavanhalli,1917.0,3.0,132.0,3
5282,Kasavanhalli,1375.0,2.0,78.0,2
5283,Kasavanhalli,4408.0,4.0,344.0,4
5284,Kasavanhalli,1309.0,2.0,95.0,2
5285,Kasavanhalli,1476.0,3.0,105.0,3
5286,Kasavanhalli,1158.0,2.0,67.0,2
5287,Kasavanhalli,1214.0,2.0,67.0,2
5288,Kasavanhalli,2110.0,4.0,120.0,3
5289,Kasavanhalli,1495.0,2.0,110.0,2
5291,Kasavanhalli,1575.0,2.0,85.0,2
5292,Kasavanhalli,1069.0,2.0,55.0,2
5293,Kasavanhalli,1100.0,2.0,68.0,2
5294,Kasavanhalli,1715.0,3.0,112.0,3
5295,Kasavanhalli,1100.0,2.0,65.0,2
5296,Kasavanhalli,1230.0,2.0,66.25,2
5297,Kasavanhalli,1819.0,3.0,150.0,3
5298,Kasavanhalli,1189.0,2.0,45.0,2
5301,Kasavanhalli,1585.0,2.0,90.0,2
5302,Kasavanhalli,1245.0,2.0,80.0,2
5303,Kasavanhalli,2035.0,3.0,142.0,3
5304,Kasavanhalli,1747.0,3.0,110.0,3
5305,Kasavanhalli,1377.0,2.0,80.0,2
5306,Kasavanhalli,1181.0,2.0,61.0,2
5307,Kasavanhalli,1121.0,2.0,75.0,2
5308,Kasturi Nagar,1925.0,3.0,125.0,3
5309,Kasturi Nagar,1567.0,2.0,92.0,2
5312,Kasturi Nagar,1080.0,2.0,80.0,2
5313,Kasturi Nagar,1101.0,2.0,65.0,2
5315,Kasturi Nagar,1896.0,3.0,125.0,4
5316,Kasturi Nagar,1100.0,2.0,58.0,2
5317,Kasturi Nagar,1570.0,3.0,110.0,3
5318,Kasturi Nagar,1000.0,2.0,58.0,2
5319,Kasturi Nagar,1101.0,2.0,66.0,2
5320,Kasturi Nagar,2507.0,4.0,155.0,4
5321,Kathriguppe,1400.0,2.0,77.0,3
5322,Kathriguppe,1250.0,2.0,68.75,3
5323,Kathriguppe,1650.0,3.0,125.0,3
5324,Kathriguppe,1245.0,2.0,68.48,3
5325,Kathriguppe,1350.0,2.0,87.01,3
5326,Kathriguppe,1350.0,2.0,80.99,3
5327,Kathriguppe,1365.0,2.0,75.08,3
5328,Kathriguppe,1300.0,3.0,77.99,3
5329,Kathriguppe,1350.0,2.0,80.99,3
5330,Kathriguppe,1390.0,2.0,76.45,3
5331,Kathriguppe,1350.0,3.0,78.3,3
5332,Kathriguppe,1250.0,2.0,68.75,3
5333,Kathriguppe,1300.0,3.0,77.99,3
5334,Kathriguppe,1335.0,2.0,73.43,3
5335,Kathriguppe,1300.0,3.0,77.99,3
5336,Kathriguppe,1300.0,3.0,77.99,3
5337,Kathriguppe,1335.0,2.0,73.43,3
5338,Kathriguppe,1350.0,3.0,80.99,3
5339,Kathriguppe,1390.0,2.0,69.49,3
5340,Kathriguppe,1250.0,2.0,68.75,2
5341,Kathriguppe,754.0,2.0,69.99,2
5342,Kathriguppe,1350.0,3.0,80.99,3
5343,Kaval Byrasandra,1200.0,2.0,52.0,2
5344,Kaval Byrasandra,1020.0,2.0,52.0,2
5345,Kaval Byrasandra,1200.0,2.0,49.5,2
5346,Kaval Byrasandra,945.0,2.0,50.0,2
5347,Kaval Byrasandra,1060.0,2.0,45.0,2
5349,Kaval Byrasandra,1100.0,2.0,46.0,2
5350,Kaval Byrasandra,1185.0,2.0,49.0,2
5351,Kaval Byrasandra,997.0,2.0,53.0,2
5352,Kaval Byrasandra,1060.0,2.0,42.0,2
5353,Kaval Byrasandra,480.0,1.0,25.0,1
5354,Kaval Byrasandra,1125.0,2.0,41.5,2
5355,Kaval Byrasandra,1180.0,2.0,60.0,2
5356,Kaval Byrasandra,1450.0,3.0,75.0,3
5357,Kaval Byrasandra,1066.0,2.0,55.0,2
5358,Kaval Byrasandra,1025.0,2.0,60.0,2
5360,Kaval Byrasandra,935.0,2.0,78.0,2
5361,Kaval Byrasandra,2700.0,3.0,200.0,3
5362,Kaval Byrasandra,1400.0,3.0,75.0,3
5363,Kenchenahalli,1015.0,2.0,58.0,2
5364,Kenchenahalli,715.0,1.0,45.0,1
5365,Kenchenahalli,1150.0,2.0,58.0,2
5366,Kenchenahalli,1280.0,2.0,69.0,3
5367,Kenchenahalli,1200.0,3.0,125.0,4
5368,Kenchenahalli,1410.0,2.0,73.0,3
